name,building,floor,capacity,venue_type,description
314,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 314, AB1, 3rd Floor"
315,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 315, AB1, 3rd Floor"
316,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 316, AB1, 3rd Floor"
317,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 317, AB1, 3rd Floor"
318,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 318, AB1, 3rd Floor"
319,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 319, AB1, 3rd Floor"
320,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 320, AB1, 3rd Floor"
321,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 321, AB1, 3rd Floor"
322,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 322, AB1, 3rd Floor"
323,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 323, AB1, 3rd Floor"
324,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 324, AB1, 3rd Floor"
325,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 325, AB1, 3rd Floor"
326,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 326, AB1, 3rd Floor"
327,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 327, AB1, 3rd Floor"
328,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 328, AB1, 3rd Floor"
329,AB1,3rd Floor,60,SEMINAR_HALL,"Classroom 329, AB1, 3rd Floor"
401,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 401, AB1, 4th Floor"
402,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 402, AB1, 4th Floor"
403,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 403, AB1, 4th Floor"
404,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 404, AB1, 4th Floor"
405,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 405, AB1, 4th Floor"
406,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 406, AB1, 4th Floor"
407,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 407, AB1, 4th Floor"
408,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 408, AB1, 4th Floor"
409,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 409, AB1, 4th Floor"
410,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 410, AB1, 4th Floor"
411,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 411, AB1, 4th Floor"
412,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 412, AB1, 4th Floor"
413,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 413, AB1, 4th Floor"
414,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 414, AB1, 4th Floor"
415,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 415, AB1, 4th Floor"
416,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 416, AB1, 4th Floor"
417,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 417, AB1, 4th Floor"
418,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 418, AB1, 4th Floor"
419,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 419, AB1, 4th Floor"
420,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 420, AB1, 4th Floor"
421,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 421, AB1, 4th Floor"
422,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 422, AB1, 4th Floor"
423,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 423, AB1, 4th Floor"
424,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 424, AB1, 4th Floor"
425,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 425, AB1, 4th Floor"
426,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 426, AB1, 4th Floor"
427,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 427, AB1, 4th Floor"
428,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 428, AB1, 4th Floor"
429,AB1,4th Floor,60,SEMINAR_HALL,"Classroom 429, AB1, 4th Floor"
501,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 501, AB1, 5th Floor"
502,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 502, AB1, 5th Floor"
503,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 503, AB1, 5th Floor"
504,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 504, AB1, 5th Floor"
505,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 505, AB1, 5th Floor"
506,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 506, AB1, 5th Floor"
507,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 507, AB1, 5th Floor"
508,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 508, AB1, 5th Floor"
509,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 509, AB1, 5th Floor"
510,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 510, AB1, 5th Floor"
511,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 511, AB1, 5th Floor"
512,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 512, AB1, 5th Floor"
513,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 513, AB1, 5th Floor"
514,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 514, AB1, 5th Floor"
515,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 515, AB1, 5th Floor"
516,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 516, AB1, 5th Floor"
517,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 517, AB1, 5th Floor"
518,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 518, AB1, 5th Floor"
519,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 519, AB1, 5th Floor"
520,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 520, AB1, 5th Floor"
521,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 521, AB1, 5th Floor"
522,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 522, AB1, 5th Floor"
523,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 523, AB1, 5th Floor"
524,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 524, AB1, 5th Floor"
525,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 525, AB1, 5th Floor"
526,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 526, AB1, 5th Floor"
527,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 527, AB1, 5th Floor"
528,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 528, AB1, 5th Floor"
529,AB1,5th Floor,60,SEMINAR_HALL,"Classroom 529, AB1, 5th Floor"
Audi 1,AB1,Ground Floor,100,AUDITORIUM,AB1 Auditorium 1
Audi 2,AB1,Ground Floor,100,AUDITORIUM,AB1 Auditorium 2
101,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 101, AB2, 1st Floor"
102,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 102, AB2, 1st Floor"
103,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 103, AB2, 1st Floor"
104,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 104, AB2, 1st Floor"
105,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 105, AB2, 1st Floor"
106,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 106, AB2, 1st Floor"
107,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 107, AB2, 1st Floor"
108,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 108, AB2, 1st Floor"
109,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 109, AB2, 1st Floor"
110,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 110, AB2, 1st Floor"
111,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 111, AB2, 1st Floor"
112,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 112, AB2, 1st Floor"
113,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 113, AB2, 1st Floor"
114,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 114, AB2, 1st Floor"
115,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 115, AB2, 1st Floor"
116,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 116, AB2, 1st Floor"
117,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 117, AB2, 1st Floor"
118,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 118, AB2, 1st Floor"
119,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 119, AB2, 1st Floor"
120,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 120, AB2, 1st Floor"
121,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 121, AB2, 1st Floor"
122,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 122, AB2, 1st Floor"
123,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 123, AB2, 1st Floor"
124,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 124, AB2, 1st Floor"
125,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 125, AB2, 1st Floor"
126,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 126, AB2, 1st Floor"
127,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 127, AB2, 1st Floor"
128,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 128, AB2, 1st Floor"
129,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 129, AB2, 1st Floor"
130,AB2,1st Floor,60,SEMINAR_HALL,"Classroom 130, AB2, 1st Floor"
201,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 201, AB2, 2nd Floor"
202,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 202, AB2, 2nd Floor"
203,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 203, AB2, 2nd Floor"
204,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 204, AB2, 2nd Floor"
205,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 205, AB2, 2nd Floor"
206,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 206, AB2, 2nd Floor"
207,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 207, AB2, 2nd Floor"
208,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 208, AB2, 2nd Floor"
209,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 209, AB2, 2nd Floor"
210,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 210, AB2, 2nd Floor"
211,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 211, AB2, 2nd Floor"
212,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 212, AB2, 2nd Floor"
213,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 213, AB2, 2nd Floor"
214,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 214, AB2, 2nd Floor"
215,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 215, AB2, 2nd Floor"
216,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 216, AB2, 2nd Floor"
217,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 217, AB2, 2nd Floor"
218,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 218, AB2, 2nd Floor"
219,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 219, AB2, 2nd Floor"
220,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 220, AB2, 2nd Floor"
221,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 221, AB2, 2nd Floor"
222,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 222, AB2, 2nd Floor"
223,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 223, AB2, 2nd Floor"
224,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 224, AB2, 2nd Floor"
225,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 225, AB2, 2nd Floor"
226,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 226, AB2, 2nd Floor"
227,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 227, AB2, 2nd Floor"
228,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 228, AB2, 2nd Floor"
229,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 229, AB2, 2nd Floor"
230,AB2,2nd Floor,60,SEMINAR_HALL,"Classroom 230, AB2, 2nd Floor"
301,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 301, AB2, 3rd Floor"
302,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 302, AB2, 3rd Floor"
303,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 303, AB2, 3rd Floor"
304,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 304, AB2, 3rd Floor"
305,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 305, AB2, 3rd Floor"
306,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 306, AB2, 3rd Floor"
307,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 307, AB2, 3rd Floor"
308,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 308, AB2, 3rd Floor"
309,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 309, AB2, 3rd Floor"
310,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 310, AB2, 3rd Floor"
311,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 311, AB2, 3rd Floor"
312,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 312, AB2, 3rd Floor"
313,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 313, AB2, 3rd Floor"
314,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 314, AB2, 3rd Floor"
315,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 315, AB2, 3rd Floor"
316,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 316, AB2, 3rd Floor"
317,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 317, AB2, 3rd Floor"
318,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 318, AB2, 3rd Floor"
319,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 319, AB2, 3rd Floor"
320,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 320, AB2, 3rd Floor"
321,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 321, AB2, 3rd Floor"
322,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 322, AB2, 3rd Floor"
323,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 323, AB2, 3rd Floor"
324,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 324, AB2, 3rd Floor"
325,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 325, AB2, 3rd Floor"
326,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 326, AB2, 3rd Floor"
327,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 327, AB2, 3rd Floor"
328,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 328, AB2, 3rd Floor"
329,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 329, AB2, 3rd Floor"
330,AB2,3rd Floor,60,SEMINAR_HALL,"Classroom 330, AB2, 3rd Floor"
401,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 401, AB2, 4th Floor"
402,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 402, AB2, 4th Floor"
403,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 403, AB2, 4th Floor"
404,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 404, AB2, 4th Floor"
405,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 405, AB2, 4th Floor"
406,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 406, AB2, 4th Floor"
407,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 407, AB2, 4th Floor"
408,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 408, AB2, 4th Floor"
409,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 409, AB2, 4th Floor"
410,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 410, AB2, 4th Floor"
411,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 411, AB2, 4th Floor"
412,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 412, AB2, 4th Floor"
413,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 413, AB2, 4th Floor"
414,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 414, AB2, 4th Floor"
415,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 415, AB2, 4th Floor"
416,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 416, AB2, 4th Floor"
417,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 417, AB2, 4th Floor"
418,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 418, AB2, 4th Floor"
419,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 419, AB2, 4th Floor"
420,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 420, AB2, 4th Floor"
421,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 421, AB2, 4th Floor"
422,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 422, AB2, 4th Floor"
423,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 423, AB2, 4th Floor"
424,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 424, AB2, 4th Floor"
425,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 425, AB2, 4th Floor"
426,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 426, AB2, 4th Floor"
427,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 427, AB2, 4th Floor"
428,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 428, AB2, 4th Floor"
429,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 429, AB2, 4th Floor"
430,AB2,4th Floor,60,SEMINAR_HALL,"Classroom 430, AB2, 4th Floor"
Audi 1,AB2,Ground Floor,175,AUDITORIUM,AB2 Auditorium 1
Audi 2,AB2,Ground Floor,175,AUDITORIUM,AB2 Auditorium 2
MPH,MPH,Ground Floor,30,OPEN_AREA,"Multipurpose Hall for sporting events (badminton, basketball, volleyball); one sport at a time"
Open Auditorium,Open Auditorium,Ground Floor,120,AUDITORIUM,Open-air auditorium for large non-tech / cultural events
